wals_code	name	latitude	longitude	genus	family	countrycodes	features
hay	Hayu	27.25	86.0	Mahakiranti	Sino-Tibetan	US	coding_of_nominal_plurality=2 Plural suffix|ditransitive_constructions:_the_verb_'give'=1 -|expression_of_pronominal_subjects=2 -|imperative-hortative_systems=4 -|indefinite_pronouns=1 Interrogative-based|minor_morphological_means_of_signaling_negation=4 -|negative_morphemes=2 -|negsov_order=4 -|number_of_genders=1 -|order_of_adjective_and_noun=1 Adjective-Noun|order_of_adposition_and_noun_phrase=2 -|order_of_adverbial_subordinator_and_clause=4 Subordinating suffix|order_of_degree_word_and_adjective=1 Degree word-Adjective|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=1 -|order_of_object_and_verb=2 -|order_of_relative_clause_and_noun=1 -|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 SV|polar_questions=1 -|position_of_case_affixes=6 Postpositional clitics|position_of_negative_word_with_respect_to_subject,_object,_and_verb=7 SONegV|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 -|position_of_polar_question_particles=2 -|position_of_pronominal_possessive_affixes=2 -|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postverbal_negative_morphemes=4 None|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|prenominal_relative_clauses=1 -|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|sex-based_and_non-sex-based_gender_systems=1 No gender|snegov_order=4 No SNegOV|sonegv_order=1 Word&NoDoubleNeg|sovneg_order=11 NoSOVNeg|systems_of_gender_assignment=1 -|the_associative_plural=1 -|the_morphological_imperative=1 -|the_optative=2 -|the_position_of_negative_morphemes_in_sov_languages=3 SONegV|the_prohibitive=2 Normal imperative + special negative|vowel_nasalization=2 -
htc	Huastec	22.0833333333	-99.3333333333	Mayan	Mayan	US	absence_of_common_consonants=1 All present|coding_of_nominal_plurality=2 Plural suffix|consonant-vowel_ratio=3 -|consonant_inventories=3 Average|definite_articles=1 Definite word distinct from demonstrative|finger_and_hand=2 Different|fixed_stress_locations=1 No fixed stress|front_rounded_vowels=1 None|glottalized_consonants=2 Ejectives only|green_and_blue=2 Green/blue|hand_and_arm=2 Different|indefinite_articles=2 Indefinite word same as 'one'|indefinite_pronouns=1 Interrogative-based|lateral_consonants=2 -|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|negsvo_order=4 No NegSVO|number_of_basic_colour_categories=3 -|number_of_non-derived_basic_colour_categories=5 5|order_of_adjective_and_noun=1 Adjective-Noun|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_degree_word_and_adjective=1 Degree word-Adjective|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_genitive_and_noun=2 Noun-Genitive|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object,_oblique,_and_verb=1 VOX|order_of_object_and_verb=2 VO|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=2 VS|polar_questions=6 Interrogative intonation only|position_of_case_affixes=9 No case affixes or adpositional clitics|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=2 SNegVO|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|position_of_polar_question_particles=2 -|position_of_tense-aspect_affixes=5 No tense-aspect inflection|postnominal_relative_clauses=1 -|postverbal_negative_morphemes=4 None|prefixing_vs._suffixing_in_inflectional_morphology=2 -|presence_of_uncommon_consonants=5 'Th' sounds|preverbal_negative_morphemes=1 NegV|red_and_yellow=1 Red vs. yellow|reduplication=1 Productive full and partial reduplication|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=3 VO and AdjN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|rhythm_types=1 -|snegvo_order=1 Word&NoDoubleNeg|svnego_order=7 -|svoneg_order=4 No SVONeg|syllable_structure=2 Moderately complex|the_position_of_negative_morphemes_in_svo_languages=2 SNegVO|tone=1 No tones|uvular_consonants=1 None|voicing_and_gaps_in_plosive_systems=1 Other|voicing_in_plosives_and_fricatives=4 -|vowel_quality_inventories=2 Average (5-6)|weight-sensitive_stress=5 Unbounded: Stress can be anywhere|weight_factors_in_weight-sensitive_stress_systems=2 Long vowel
itz	Itzaj	17.0	-89.8333333333	Mayan	Mayan	US	'want'_complement_subjects=1 -|'when'_clauses=1 -|coding_of_evidentiality=4 Separate particle|ditransitive_constructions:_the_verb_'give'=1 -|finger_and_hand=2 -|hand_and_arm=2 -|indefinite_pronouns=1 -|negative_indefinite_pronouns_and_predicate_negation=1 -|nominal_and_verbal_conjunction=1 -|occurrence_of_nominal_plurality=6 -|purpose_clauses=3 -|reduplication=1 -|semantic_distinctions_of_evidentiality=2 Indirect only|utterance_complement_clauses=1 -
ixi	Ixil	15.5	-91.0	Mayan	Mayan	US	finger_and_hand=2 Different|hand_and_arm=1 Identical|order_of_adposition_and_noun_phrase=2 -|order_of_object,_oblique,_and_verb=1 -|order_of_object_and_verb=2 VO|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=1 -|ordinal_numerals=6 First, two-th, three-th|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=2 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|the_velar_nasal=3 -
jak	Jakaltek	15.6666666667	-91.6666666667	Mayan	Mayan	US	'want'_complement_subjects=2 Subject is expressed overtly|absence_of_common_consonants=1 All present|alignment_of_case_marking_of_full_noun_phrases=1 Neutral|alignment_of_case_marking_of_pronouns=1 Neutral|alignment_of_verbal_person_marking=3 Ergative|antipassive_constructions=1 Implicit patient|applicative_constructions=6 Non-benefactive object; only transitive|asymmetrical_case-marking=1 No case-marking|case_syncretism=1 No case marking|coding_of_evidentiality=4 Separate particle|coding_of_nominal_plurality=7 Plural word|comitatives_and_instrumentals=2 Differentiation|comparative_constructions=1 Locational|consonant-vowel_ratio=4 Moderately high|consonant_inventories=4 Moderately large|definite_articles=4 No definite, but indefinite article|distance_contrasts_in_demonstratives=2 Two-way contrast|ditransitive_constructions:_the_verb_'give'=1 Indirect-object construction|epistemic_possibility=3 Other|exponence_of_selected_inflectional_formatives=5 No case|exponence_of_tense-aspect-mood_inflection=1 -|expression_of_pronominal_subjects=6 Mixed|finger_and_hand=2 Different|fixed_stress_locations=2 Initial|front_rounded_vowels=1 None|fusion_of_selected_inflectional_formatives=1 Exclusively concatenative|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|glottalized_consonants=2 Ejectives only|hand_and_arm=1 Identical|imperative-hortative_systems=1 Maximal system|inclusive/exclusive_distinction_in_independent_pronouns=3 No inclusive/exclusive|inclusive/exclusive_distinction_in_verbal_inflection=3 No inclusive/exclusive|indefinite_articles=2 Indefinite word same as 'one'|indefinite_pronouns=1 Interrogative-based|inflectional_synthesis_of_the_verb=3 4-5 categories per word|lateral_consonants=2 /l/, no obstruent laterals|locus_of_marking:_whole-language_typology=1 Head-marking|locus_of_marking_in_possessive_noun_phrases=1 Head marking|locus_of_marking_in_the_clause=1 Head marking|m-t_pronouns=1 No M-T pronouns|m_in_first_person_singular=1 No m in first person singular|m_in_second_person_singular=1 -|minor_morphological_means_of_signaling_negation=4 None|n-m_pronouns=1 No N-M pronouns|negative_morphemes=2 Negative particle|nominal_and_locational_predication=1 Different|nominal_and_verbal_conjunction=2 Differentiation|nonperiphrastic_causative_constructions=2 Morphological but no compound|noun_phrase_conjunction=2 'And' identical to 'with'|number_of_cases=1 No morphological case-marking|number_of_possessive_nouns=1 -|numeral_bases=2 Hybrid vigesimal-decimal|numeral_classifiers=3 Obligatory|obligatory_possessive_inflection=2 Absent|occurrence_of_nominal_plurality=4 All nouns, always optional|order_of_adjective_and_noun=1 Adjective-Noun|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_degree_word_and_adjective=1 Degree word-Adjective|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_genitive_and_noun=2 Noun-Genitive|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object_and_verb=2 VO|order_of_person_markers_on_the_verb=3 P precedes A|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=2 VS|ordinal_numerals=5 First/one-th, two-th, three-th|other_roles_of_applied_objects=5 -|overlap_between_situational_and_epistemic_modal_marking=2 Overlap for either possibility or necessity|passive_constructions=1 Present|perfective/imperfective_aspect=1 Grammatical marking|periphrastic_causative_constructions=3 Both|person_marking_on_adpositions=4 Pronouns and nouns|plurality_in_independent_personal_pronouns=3 Person-number affixes|polar_questions=6 Interrogative intonation only|politeness_distinctions_in_pronouns=1 No politeness distinction|position_of_case_affixes=9 No case affixes or adpositional clitics|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=9 NegVSO|position_of_polar_question_particles=6 No question particle|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=4 Mixed type|possessive_classification=1 No possessive classification|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|postverbal_negative_morphemes=4 None|predicative_adjectives=1 Verbal encoding|prefixing_vs._suffixing_in_inflectional_morphology=6 Strong prefixing|presence_of_uncommon_consonants=1 None|preverbal_negative_morphemes=1 NegV|productivity_of_the_antipassive_construction=4 -|reciprocal_constructions=4 Identical to reflexive|reduplication=1 Productive full and partial reduplication|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=3 VO and AdjN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|relativization_on_obliques=4 Gap|relativization_on_subjects=4 Gap|semantic_distinctions_of_evidentiality=2 Indirect only|situational_possibility=1 Affixes on verbs|subtypes_of_asymmetric_standard_negation=2 A/NonReal|suppletion_according_to_tense_and_aspect=4 None|suppletion_in_imperatives_and_hortatives=5 -|syllable_structure=2 Moderately complex|symmetric_and_asymmetric_standard_negation=3 Both|syncretism_in_verbal_person/number_marking=3 Not syncretic|the_future_tense=2 No inflectional future|the_morphological_imperative=1 Second singular and second plural|the_optative=2 Inflectional optative absent|the_past_tense=4 No past tense|the_perfect=4 No perfect|the_position_of_negative_morphemes_in_verb-initial_languages=1 NegVSO|the_prohibitive=3 Special imperative + normal negative|the_velar_nasal=3 No velar nasal|third_person_pronouns_and_demonstratives=1 Unrelated|third_person_zero_of_verbal_person_marking=4 Zero in all 3sg forms|tone=1 No tones|utterance_complement_clauses=1 Balanced|uvular_consonants=4 Uvular stops and continuants|verb-initial_with_clause-final_negative=4 No clause-final neg|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 -|verb-initial_with_preverbal_negative=1 Separate word, no double negation	Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=?|verbal_number_and_suppletion=1 None|verbal_person_marking=5 Both the A and P arguments|voicing_and_gaps_in_plosive_systems=1 Other|voicing_in_plosives_and_fricatives=1 No voicing contrast|vowel_nasalization=2 Contrast absent|vowel_quality_inventories=2 Average (5-6)|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=1 No weight|zero_copula_for_predicate_nominals=1 Impossible|zero_marking_of_a_and_p_arguments=2 Non-zero marking
jlu	Luwo	8.0	28.0	Nilotic	Eastern Sudanic	US	coding_of_nominal_plurality=2 -|minor_morphological_means_of_signaling_negation=4 -|order_of_adjective_and_noun=2 Noun-Adjective|order_of_adposition_and_noun_phrase=2 -|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=1 -|position_of_pronominal_possessive_affixes=2 -|postverbal_negative_morphemes=4 -|preverbal_negative_morphemes=1 NegV
kek	K'ekchí	16.0	-89.8333333333	Mayan	Mayan	US	absence_of_common_consonants=1 All present|consonant-vowel_ratio=3 -|consonant_inventories=3 -|finger_and_hand=2 -|front_rounded_vowels=1 -|glottalized_consonants=5 Ejectives and implosives|hand_and_arm=2 -|imperative-hortative_systems=4 Neither type of system|lateral_consonants=2 /l/, no obstruent laterals|ordinal_numerals=6 First, two-th, three-th|presence_of_uncommon_consonants=1 -|uvular_consonants=1 -|voicing_and_gaps_in_plosive_systems=2 -|voicing_in_plosives_and_fricatives=1 No voicing contrast|vowel_quality_inventories=2 -
kgu	Kalkatungu	-21.0	139.5	Northern Pama-Nyungan	Pama-Nyungan	US	'want'_complement_subjects=1 -|absence_of_common_consonants=3 No fricatives|alignment_of_verbal_person_marking=2 Accusative|consonant-vowel_ratio=5 High|consonant_inventories=3 Average|ditransitive_constructions:_the_verb_'give'=4 Mixed|fixed_stress_locations=1 -|front_rounded_vowels=1 None|gender_distinctions_in_independent_personal_pronouns=6 -|glottalized_consonants=1 No glottalized consonants|inclusive/exclusive_forms_in_pama-nyungan=1 No inclusive/exclusive opposition|indefinite_pronouns=1 -|lateral_consonants=2 /l/, no obstruent laterals|nominal_and_locational_predication=1 Different|nominal_and_verbal_conjunction=1 -|nonperiphrastic_causative_constructions=2 -|occurrence_of_nominal_plurality=6 -|order_of_adjective_and_noun=2 Noun-Adjective|order_of_genitive_and_noun=1 Genitive-Noun|order_of_numeral_and_noun=1 -|order_of_object_and_verb=1 OV|order_of_person_markers_on_the_verb=1 A and P do not or do not both occur on the verb|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|passive_constructions=2 Absent|person_marking_on_adpositions=1 No adpositions|position_of_case_affixes=1 Case suffixes|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|predicative_adjectives=2 Nonverbal encoding|presence_of_uncommon_consonants=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj|rhythm_types=1 Trochaic|syllable_structure=2 Moderately complex|third_person_zero_of_verbal_person_marking=4 Zero in all 3sg forms|tone=1 No tones|uvular_consonants=1 None|verbal_person_marking=4 A or P argument|voicing_and_gaps_in_plosive_systems=2 -|voicing_in_plosives_and_fricatives=1 No voicing contrast|vowel_quality_inventories=1 Small (2-4)|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=1 -|zero_copula_for_predicate_nominals=2 Possible
khg	Khaling	27.5	86.6666666667	Mahakiranti	Sino-Tibetan	US	coding_of_nominal_plurality=2 Plural suffix|definite_articles=5 No definite or indefinite article|finger_and_hand=2 Different|hand_and_arm=1 Identical|indefinite_articles=5 -|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|negsov_order=4 No NegSOV|optional_double_negation=2 -|optional_double_negation_in_sov_languages=6 SO[Neg-V(-Neg)]|order_of_adjective_and_noun=2 -|order_of_adverbial_subordinator_and_clause=1 -|order_of_degree_word_and_adjective=1 Degree word-Adjective|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=1 -|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object_and_verb=2 -|order_of_relative_clause_and_noun=2 Relative clause-Noun|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 -|polar_questions=1 Question particle|position_of_case_affixes=9 -|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|position_of_polar_question_particles=2 Final|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=2 -|postverbal_negative_morphemes=2 [V-Neg]|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|snegov_order=4 No SNegOV|sonegv_order=8 -|sovneg_order=6 Suffix&OnlyWithAnotherNeg|the_position_of_negative_morphemes_in_sov_languages=6 -|the_velar_nasal=1 Initial velar nasal
kje	Koreguaje	1.0	-75.5	Tucanoan	Tucanoan	US	coding_of_evidentiality=1 -|finger_and_hand=2 -|hand_and_arm=2 -|order_of_adjective_and_noun=2 -|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_genitive_and_noun=1 Genitive-Noun|order_of_numeral_and_noun=1 -|order_of_object_and_verb=2 -|order_of_relative_clause_and_noun=1 -|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=2 VS|polar_questions=1 -|position_of_case_affixes=9 -|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|position_of_polar_question_particles=6 No question particle|postnominal_relative_clauses=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 -|semantic_distinctions_of_evidentiality=2 -
kjn	Kunjen	-16.5	142.5	Northern Pama-Nyungan	Pama-Nyungan	US	fixed_stress_locations=1 -|reduplication=1 Productive full and partial reduplication|tea=1 -|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=1 -
klg	Kulung	27.5	87.0	Mahakiranti	Sino-Tibetan	US	minor_morphological_means_of_signaling_negation=4 -|multiple_negative_constructions_in_sov_languages=26 SV & OV & [Neg-V]/[V-Neg]|negative_morphemes=2 -|order_of_adjective_and_noun=1 Adjective-Noun|order_of_genitive_and_noun=1 Genitive-Noun|order_of_negative_morpheme_and_verb=11 Type 3 / Type 4|order_of_object_and_verb=2 -|order_of_relative_clause_and_noun=7 Mixed|order_of_subject_and_verb=1 SV|position_of_case_affixes=9 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|position_of_pronominal_possessive_affixes=2 -|postnominal_relative_clauses=1 -|postverbal_negative_morphemes=4 -|prenominal_relative_clauses=2 RelN or NRel|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 -|the_associative_plural=1 Associative same as additive plural|the_optative=2 -|the_position_of_negative_morphemes_in_sov_languages=6 -
klq	Kalam	-5.25	144.583333333	Madang	Trans-New Guinea	US	'want'_complement_subjects=2 Subject is expressed overtly|distributive_numerals=1 No distributive numerals|green_and_blue=2 Green/blue|indefinite_pronouns=2 Generic-noun-based|number_of_basic_colour_categories=3 6-6.5|number_of_non-derived_basic_colour_categories=7 6|order_of_adjective_and_noun=2 Noun-Adjective|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_genitive_and_noun=1 Genitive-Noun|order_of_numeral_and_noun=2 Noun-Numeral|order_of_object_and_verb=1 OV|order_of_subject_and_verb=1 -|para-linguistic_usages_of_clicks=2 Affective meanings|position_of_case_affixes=9 No case affixes or adpositional clitics|position_of_interrogative_phrases_in_content_questions=2 -|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|red_and_yellow=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 -
kly	Kala Lagaw Ya	-10.1166666667	142.116666667	Northern Pama-Nyungan	Pama-Nyungan	US	absence_of_common_consonants=1 All present|asymmetrical_case-marking=5 Qualitatively asymmetrical|consonant-vowel_ratio=3 Average|consonant_inventories=2 Moderately small|ditransitive_constructions:_the_verb_'give'=1 Indirect-object construction|front_rounded_vowels=1 None|glottalized_consonants=1 No glottalized consonants|lateral_consonants=2 /l/, no obstruent laterals|number_of_cases=7 8-9 cases|presence_of_uncommon_consonants=1 None|syllable_structure=3 Complex|tone=1 No tones|uvular_consonants=1 None|voicing_and_gaps_in_plosive_systems=2 None missing in /p t k b d g/|voicing_in_plosives_and_fricatives=4 In both plosives and fricatives|vowel_quality_inventories=2 -
kmh	Kham	28.5	82.75	Mahakiranti	Sino-Tibetan	US	coding_of_nominal_plurality=2 Plural suffix|definite_articles=5 No definite or indefinite article|ditransitive_constructions:_the_verb_'give'=1 -|expression_of_pronominal_subjects=2 Subject affixes on verb|finger_and_hand=2 Different|hand_and_arm=2 -|indefinite_articles=5 -|indefinite_pronouns=1 Interrogative-based|minor_morphological_means_of_signaling_negation=4 -|negative_indefinite_pronouns_and_predicate_negation=1 Predicate negation also present|negative_morphemes=2 -|negsov_order=4 -|nominal_and_verbal_conjunction=1 -|numeral_classifiers=3 Obligatory|occurrence_of_nominal_plurality=6 All nouns, always obligatory|order_of_adjective_and_noun=1 Adjective-Noun|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_adverbial_subordinator_and_clause=4 Subordinating suffix|order_of_degree_word_and_adjective=1 Degree word-Adjective|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_genitive_and_noun=1 Genitive-Noun|order_of_negative_morpheme_and_verb=1 -|order_of_numeral_and_noun=1 -|order_of_object,_oblique,_and_verb=4 OXV|order_of_object_and_verb=2 -|order_of_relative_clause_and_noun=2 Relative clause-Noun|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 SV|polar_questions=2 Interrogative verb morphology|position_of_case_affixes=9 -|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|position_of_polar_question_particles=6 No question particle|position_of_pronominal_possessive_affixes=2 -|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postverbal_negative_morphemes=4 -|prefixing_vs._suffixing_in_inflectional_morphology=2 -|prenominal_relative_clauses=1 -|preverbal_negative_morphemes=2 [Neg-V]|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 -|snegov_order=4 No SNegOV|sonegv_order=8 -|sovneg_order=11 NoSOVNeg|the_position_of_negative_morphemes_in_sov_languages=6 -
kmj	Karimojong	3.0	34.1666666667	Nilotic	Eastern Sudanic	US	'when'_clauses=2 Balanced/deranked|coding_of_nominal_plurality=1 Plural prefix|definite_articles=5 No definite or indefinite article|expression_of_pronominal_subjects=2 -|indefinite_articles=5 No definite or indefinite article|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|order_of_adjective_and_noun=2 -|order_of_adposition_and_noun_phrase=2 -|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_degree_word_and_adjective=3 No dominant order|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_genitive_and_noun=2 Noun-Genitive|order_of_negative_morpheme_and_verb=7 Type 1 / Type 3|order_of_numeral_and_noun=2 Noun-Numeral|order_of_object,_oblique,_and_verb=1 -|order_of_object_and_verb=2 VO|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 -|polar_questions=1 -|position_of_case_affixes=9 No case affixes or adpositional clitics|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=16 More than one position|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|position_of_polar_question_particles=2 Final|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|postverbal_negative_morphemes=4 None|prefixing_vs._suffixing_in_inflectional_morphology=5 Weakly prefixing|preverbal_negative_morphemes=3 NegV&[Neg-V]|purpose_clauses=2 Balanced/deranked|reason_clauses=2 Balanced/deranked|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 VO and NAdj|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 -|the_position_of_negative_morphemes_in_verb-initial_languages=1 -|utterance_complement_clauses=1 Balanced|verb-initial_with_clause-final_negative=4 No clause-final neg|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 None|verb-initial_with_preverbal_negative=7 Type 1 / Type 2
